day,ZRTC,ZSTC,ZLFC,ZERC,ZART,ZAST,ZALF,ZAER,TZDMI,TZDMX,ZU
75,127.50336275398587,84.39858506978418,80.04958735468067,32.52530630149294,152635.60551450012,313384.58680346946,194243.42691693496,80280.25019768828,0.0,755608.2467587844,332.34
76,123.85758103364928,85.375252328294,76.69916511008238,33.27773146051025,148271.20218867587,317011.09861050395,184776.8180799835,87046.79106514835,0.0,748731.7767184312,194.35000000000002
77,120.49176379343345,86.09278467847257,74.92275726512337,33.53164269132749,144241.94726225687,319675.403692075,176949.07144878566,93947.6862629931,0.0,746133.9174918113,214.3
78,117.37231456299757,86.58783166841808,72.77693321515383,33.901667544122624,140507.62205016016,321513.5873093015,169446.83902960742,100910.24866914202,0.0,744460.0306821056,228.95
79,114.47079161031164,86.89170887080145,70.40655646078778,35.00017229580311,137034.1786583027,322641.9288736674,161349.91173541074,107718.29333650332,0.0,736615.3248659729,100.57
80,111.7614129533602,87.0295270545862,69.42722048278193,35.46808744520368,133790.75320708717,323153.66843119287,155422.97069337193,114511.68476941553,0.0,729492.6458687377,17.763
81,109.2253664565464,87.02757792215795,65.79172924584769,35.95438854620646,130754.82549276495,323146.43101056374,145499.99565777267,121183.50025426035,0.0,731208.0032591725,102.74999999999999
82,106.84818242314317,86.90996398856208,66.12279143753665,36.46247413576955,127909.07369045369,322709.7128599953,139802.88308607767,127788.2417846511,0.0,718128.3287647922,0.0
83,104.61510892862124,86.69475962254694,64.67680457361813,36.759447092415556,125235.83811742501,321910.6268176618,134422.7372752233,134314.83996614363,0.0,714082.7004925921,0.0
84,102.50402346533157,86.38566241880032,61.808696734650894,37.10508131809068,122708.63568901685,320762.9026064307,126239.00190370179,140687.3471030034,0.0,713575.7211092727,0.0
85,100.50481129984732,85.99750761783774,60.968709362590324,37.05864250015912,120315.35795233925,319321.6256962211,119111.8018043169,146986.1739899807,0.0,709699.1292442521,0.0
86,98.62310041142513,85.56054414214577,60.73046570622692,37.3458300742984,118062.74222006461,317699.1148666295,114001.64915577525,153148.84561411967,0.0,700823.0931786663,0.0
87,96.83135790474111,85.0617639126788,57.651939291725974,37.37771183248163,115917.82857601067,315847.0691719297,105543.19451596512,159137.93688919325,0.0,703132.9624973056,5.2378
88,95.1353424116782,84.52554148921882,57.67872921837546,37.401610302896174,113887.51073847161,313855.99500318844,99117.67100343895,164983.78654512524,0.0,695291.8757205759,0.0
89,92.1684896579416,82.39922971230276,56.57083823365891,37.5702117121983,110335.86036033451,305960.6809161901,92701.13354193077,170511.33630717732,0.0,703922.1600568128,286.85
90,90.3664320186972,81.93142330367918,55.25069350254822,37.643872670604715,106500.19101919104,298139.1727441092,85857.95641320941,175809.99417429534,0.0,691958.2872992003,295.71
91,89.04099426988545,81.42523937201148,55.04707253904191,37.910227835599606,102839.35121387838,290371.282194691,80156.83410180692,180857.3338795661,0.0,673660.6023046831,174.65
92,87.77740606402878,80.89603416697625,54.77219542904222,37.945440667129596,99352.35038179025,282714.39715450903,75385.5574701623,185669.62521296556,0.0,659334.7192654071,121.36999999999999
93,86.5753210226845,80.35169946279184,52.80412424625933,38.179030374669644,96031.91497752485,275195.82211574237,69222.64276858156,190192.92819968305,0.0,646290.6066226765,75.26
94,85.43306732002013,79.7975856134748,53.05741057051801,38.455870059692145,92869.59541155757,267832.08166246745,64400.7527068668,194435.51901557425,0.0,627818.0896490198,0.0
95,84.35499812934945,79.24487588125889,49.36813132711946,38.62514853034858,89863.73189098864,260657.43101232243,56301.98130135062,198361.3296730416,0.0,618423.2649672625,0.0
96,83.34624775347663,78.70467100128407,50.72434381524406,38.66965616863737,87013.32378359426,253702.94269818036,50303.900778895084,202012.05042135526,0.0,600431.6715711721,0.0
97,82.4058598271171,78.18068726520778,49.172848212460025,38.8208882053347,84310.9293693819,246973.61370845765,43590.60456857464,205358.4261187401,0.0,586654.2491132538,0.0
98,81.5337033468237,77.67693290226046,48.87030035694386,38.80627865527147,81750.23805527235,240474.6034077663,37187.43035188173,208414.14328912002,0.0,573086.8948811222,0.0
99,80.73140453789217,77.19876897998101,49.97161452069575,38.702431385452165,79326.89235525766,234214.40326229337,31928.432700109617,211188.57020198056,0.0,559690.0304312683,0.0
100,80.00256808340733,76.75318596527805,52.24066288705847,38.71183751608521,77038.52100637658,228205.29199007203,28258.538205831326,213681.21719177847,0.0,544836.9873914832,0.0
101,79.34929271988679,76.34509916561565,52.85240796470937,38.805294320228306,74881.26012049559,222452.11478103703,25180.134128386097,215888.92791682633,0.0,530928.5185401835,0.0
102,78.77235581841306,75.97760117358068,50.214593933751985,38.88457077324628,72850.07342689534,216953.68369332046,21230.418772413606,217808.3177478381,0.0,519289.085560207,0.0
103,78.27470825677187,75.65574216177188,53.02535924964029,39.02168691068272,70942.04332262574,211713.924459237,18444.24196861514,219446.60479868096,0.0,503612.8664873299,0.0
104,77.85765668388925,75.3824672228846,46.501358774050615,39.22402914904023,69152.77934528701,206730.21194227439,13857.514690061107,220796.8983470908,0.0,491516.663168162,0.0
105,77.52428082185348,75.16229483151044,52.741225465367414,39.414923015517125,67479.54304860721,202003.87913479403,10622.52586094564,221871.46346816572,0.0,473941.72867692204,0.0
106,77.27688580099903,74.99860469594356,74.90508373295383,39.55729465702739,65918.91868010523,197532.67153423425,10583.898494178564,222672.8909997078,0.0,459547.6908906738,0.0
107,77.11890001700185,74.89568116648249,55.82756794011265,39.652642273399685,64468.47019393096,193316.35790061392,7888.293862156918,223209.61449335495,0.0,446456.33392000303,0.0
108,77.05324209067662,74.85695924105131,55.61978711191838,39.70015373357418,63125.31100902521,189352.0829057024,5198.925354470171,223477.0623631954,0.0,433842.2854976538,0.0
109,78.6257572353843,76.38465228678704,114.78742709868594,39.70015373357418,63125.31100902521,189352.0829057024,5198.925354470171,223477.0623631954,0.0,415136.5082574365,0.0
